PERCENT CHANGE,PROFITS
0.7110935601458079,0
0.6984151906108558,-1
0.6857368210759036,-1
0.6730584515409515,-1
0.6603800820059994,-1
0.6477017124710472,-1
0.6350233429360951,-1
0.6223449734011429,-1
0.6096666038661908,-1
0.5969882343312386,-1
0.5843098647962865,-1
0.5716314952613344,-1
0.5589531257263822,-1
0.5462747561914301,-4.859943977591037
0.5335963866564779,-5.859943977591037
0.5209180171215257,-5.859943977591037
0.5082396475865736,-5.859943977591037
0.4955612780516215,-5.859943977591037
0.4828829085166693,-5.859943977591037
0.4702045389817172,-5.859943977591037
0.45752616944676505,-5.859943977591037
0.4448477999118129,-5.210593328240387
0.43216943037686073,-3.6105933282403875
0.41949106084190857,-5.6105933282403875
0.40681269130695646,-5.6105933282403875
0.3941343217720043,-5.6105933282403875
0.38145595223705214,-4.861994324504398
0.36877758270210004,-4.7081481706582435
0.3560992131671479,-4.079047641557715
0.3434208436321957,-1.729047641557715
0.33074247409724356,-1.729047641557715
0.31806410456229145,1.2609523584422853
0.3053857350273393,3.1709523584422854
0.29270736549238713,1.570952358442284
0.280028995957435,2.775159478183383
0.26735062642248286,-2.1319833789594718
0.2546722568875307,-7.90976115673725
0.24199388735257854,-10.776427823403917
0.22931551781762644,-8.076427823403918
0.21663714828267427,-15.076427823403918
0.20395877874772217,-12.404999251975347
0.19128040921277,-18.664999251975345
0.17860203967781785,-27.725574791543693
0.1659236701428657,-52.28508659626558
0.15324530060791353,-65.48508834444092
0.14056693107296137,-75.4530093423619
0.1278885615380092,-96.76798204330666
0.11521019200305715,-101.28730520201057
0.102531822468105,-150.21104472920342
0.08985345293315283,-175.74557977194297
0.07717508339820067,-212.85488741347405
0.06449671386324851,-302.7945154388341
0.05181834432829635,-338.09143155572224
0.03913997479334419,-396.8711753833775
0.02646160525839214,-435.447254506297
0.01378323572343998,-496.29496171967276
0.0011048661884878186,-546.1587210637549
-0.011573503346464342,-605.8692744116422
-0.024251872881416503,-626.3289310470122
-0.036930242416368664,-681.8626389773194
-0.049608611951320825,-684.2596272312994
-0.062286981486272874,-739.0263209417794
-0.07496535102122504,-774.3783193158092
-0.0876437205561772,-812.9928889965154
-0.10032209009112936,-856.56980576672
-0.11300045962608152,-858.895890058453
-0.12567882916103368,-828.1969830922235
-0.13835719869598584,-862.0459608508781
-0.1510355682309379,-868.8256199170369
-0.16371393776589005,-906.8828237165499
-0.1763923073008422,-933.7653542314483
-0.18907067683579437,-957.338587216449
-0.20174904637074653,-962.355238622597
-0.2144274159056987,-990.1908638826026
-0.22710578544065085,-993.5842392033392
-0.2397841549756029,-1002.8878106319107
-0.25246252451055506,-1007.0211439652444
-0.2651408940455072,-1018.2544772985784
-0.2778192635804594,-1027.2544772985784
-0.29049763311541144,-1034.1878106319118
-0.3031760026503636,-1043.1878106319118
-0.31585437218531576,-1046.5697550763562
-0.3285327417202679,-1052.5697550763562
-0.3412111112552201,-1055.5097670739565
-0.35388948079017224,-1058.5097670739565
-0.3665678503251244,-1058.6097670739564
-0.37924621986007656,-1060.6097670739564
-0.3919245893950287,-1062.5542115184007
-0.4046029589299809,-1065.3042115184007
-0.41728132846493304,-1065.3042115184007
-0.4299596979998852,-1065.3042115184007
-0.44263806753483737,-1067.3042115184007
-0.4553164370697895,-1067.3042115184007
-0.46799480660474146,-1069.3042115184007
-0.4806731761396936,-1069.3042115184007
-0.4933515456746458,-1070.3042115184007
-0.506029915209598,-1070.3042115184007
-0.5187082847445501,-1070.3042115184007
-0.5313866542795023,-1071.3042115184007
-0.5440650238144544,-1073.3042115184007
