PERCENT CHANGE,PROFITS
0.7111905891326668,0
0.6994148444747849,1.7
0.687639099816903,2.5196721311475407
0.675863355159021,2.5196721311475407
0.6640876105011391,2.5196721311475407
0.6523118658432572,2.5196721311475407
0.6405361211853753,2.5196721311475407
0.6287603765274934,2.5196721311475407
0.6169846318696114,2.5196721311475407
0.6052088872117295,2.5196721311475407
0.5934331425538476,2.5196721311475407
0.5816573978959657,2.5196721311475407
0.5698816532380837,2.5196721311475407
0.5581059085802018,2.5196721311475407
0.5463301639223199,2.5196721311475407
0.534554419264438,4.596338797814207
0.5227786746065561,4.596338797814207
0.5110029299486742,7.836338797814207
0.49922718529079224,7.836338797814207
0.48745144063291035,7.836338797814207
0.47567569597502846,7.836338797814207
0.46389995131714656,6.836338797814207
0.4521242066592646,6.836338797814207
0.4403484620013827,6.836338797814207
0.4285727173435008,7.836338797814207
0.4167969726856189,7.836338797814207
0.40502122802773693,7.836338797814207
0.39324548336985504,7.836338797814207
0.38146973871197315,7.836338797814207
0.3696939940540912,8.535639497114907
0.3579182493962093,7.535639497114907
0.34614250473832736,8.368972830448241
0.33436676008044547,8.368972830448241
0.3225910154225636,8.368972830448241
0.31081527076468163,8.368972830448241
0.29903952610679974,8.27806373953915
0.2872637814489178,8.27806373953915
0.2754880367910359,8.27806373953915
0.263712292133154,8.27806373953915
0.25193654747527205,7.278063739539149
0.24016080281739016,6.278063739539149
0.22838505815950821,5.278063739539149
0.21660931350162632,2.2780637395391494
0.20483356884374437,3.4780637395391487
0.19305782418586248,3.4780637395391487
0.1812820795279806,3.4780637395391487
0.1695063348700987,4.128063739539147
0.1577305902122167,1.1280637395391473
0.1459548455543348,-4.711936260460853
0.1341791008964529,-15.375084136207153
0.12240335623857101,-20.375084136207153
0.11062761158068912,-23.535084136207153
0.09885186692280712,1.7020025354310917
0.08707612226492523,4.783261744058748
0.07530037760704333,-13.389821243260258
0.06352463294916144,-19.846858280297255
0.05174888829127955,42.82746742580815
0.039973143633397545,21.674600173399654
0.028197398975515653,-17.809932475869914
0.01642165431763376,5.06857124638168
0.004645909659751868,-46.779326599467254
-0.007129834998130025,-43.127656897803945
-0.018905579656012028,-4.883102097344363
-0.03068132431389392,-72.17228540542237
-0.04245706897177581,-40.912739926201766
-0.054232813629657706,-90.30476893718424
-0.0660085582875396,-113.45486766979161
-0.0777843029454216,-86.08339377316793
-0.0895600476033035,-99.59956425015548
-0.10133579226118539,-88.34266818191873
-0.11311153691906728,-90.23581677245875
-0.12488728157694917,-90.50770098749058
-0.13666302623483118,-84.49263070308439
-0.14843877089271307,-93.60596403641762
-0.16021451555059496,-95.88896570206157
-0.17199026020847685,-100.16896570206154
-0.18376600486635875,-104.99515617825182
-0.19554174952424075,-107.99515617825182
-0.20731749418212264,-108.59404506714054
-0.21909323884000453,-115.59404506714054
-0.23086898349788643,-107.89932410183133
-0.24264472815576832,-105.74932410183123
-0.2544204728136503,-107.29887365138075
-0.2661962174715322,-107.29887365138075
-0.2779719621294141,-106.96887365138082
-0.2897477067872961,-107.96887365138082
-0.301523451445178,-108.96887365138082
-0.3132991961030599,-108.96887365138082
-0.3250749407609418,-108.66857335108057
-0.3368506854188237,-109.66857335108057
-0.3486264300767056,-110.66857335108057
-0.36040217473458747,-110.66857335108057
-0.37217791939246936,-111.66857335108057
-0.38395366405035125,-113.66857335108057
-0.39572940870823337,-113.66857335108057
-0.40750515336611526,-113.66857335108057
-0.41928089802399715,-113.66857335108057
-0.43105664268187904,-113.66857335108057
-0.44283238733976094,-113.66857335108057
-0.45460813199764283,-114.66857335108057
